,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
183,17.0,Sun,2021-12-12,18:00,Napoli,1.7,0–1,0.7,Empoli,20000.0,Stadio San Paolo,Livio Marinelli,Match Report,
184,17.0,Sun,2021-12-12,20:45,Inter,3.0,4–0,0.2,Cagliari,33712.0,Stadio Giuseppe Meazza,Matteo Marchetti,Match Report,
185,17.0,Mon,2021-12-13,20:45,Roma,1.9,2–0,0.5,Spezia,44844.0,Stadio Olimpico,Alessandro Prontera,Match Report,
186,,,,,,,,,,,,,,
187,18.0,Fri,2021-12-17,18:30,Lazio,1.5,3–1,0.2,Genoa,6000.0,Stadio Olimpico,Luca Pairetto,Match Report,
188,18.0,Fri,2021-12-17,20:45,Salernitana,0.7,0–5,3.1,Inter,18000.0,Stadio Arechi,Maurizio Mariani,Match Report,
189,18.0,Sat,2021-12-18,15:00,Atalanta,1.3,1–4,1.2,Roma,14469.0,Stadio Atleti Azzurri d'Italia,Massimiliano Irrati,Match Report,
190,18.0,Sat,2021-12-18,18:00,Bologna,0.4,0–2,1.1,Juventus,22394.0,Stadio Renato Dall'Ara,Daniele Orsato,Match Report,
191,18.0,Sat,2021-12-18,20:45,Cagliari,0.4,0–4,0.6,Udinese,7864.0,Sardegna Arena,Fabio Maresca,Match Report,
192,18.0,Sun,2021-12-19,12:30,Fiorentina,3.2,2–2,1.1,Sassuolo,21514.0,Stadio Artemio Franchi,Marco Serra,Match Report,
193,18.0,Sun,2021-12-19,15:00,Spezia,0.6,1–1,1.8,Empoli,5414.0,Stadio Alberto Picco,Manuel Volpi,Match Report,
194,18.0,Sun,2021-12-19,18:00,Sampdoria,1.4,1–1,1.4,Venezia,5735.0,Stadio Comunale Luigi Ferraris,Rosario Abisso,Match Report,
195,18.0,Sun,2021-12-19,18:00,Torino,0.8,1–0,0.4,Hellas Verona,6202.0,Stadio Olimpico di Torino,Michael Fabbri,Match Report,
196,18.0,Sun,2021-12-19,20:45,Milan,0.5,0–1,0.9,Napoli,54647.0,Stadio Giuseppe Meazza,Davide Massa,Match Report,
197,,,,,,,,,,,,,,
198,19.0,Tue,2021-12-21,18:30,Udinese,,3–0,,Salernitana,,Dacia Arena,Giacomo Camplone,Match Report,Match awarded to Udinese
199,19.0,Tue,2021-12-21,20:45,Genoa,0.0,0–0,1.2,Atalanta,6000.0,Stadio Comunale Luigi Ferraris,Paolo Valeri,Match Report,
200,19.0,Tue,2021-12-21,20:45,Juventus,1.0,2–0,1.3,Cagliari,11197.0,Allianz Stadium,Federico Dionisi,Match Report,
201,19.0,Wed,2021-12-22,16:30,Venezia,1.0,1–3,0.8,Lazio,7894.0,Stadio Pierluigi Penzo,Fabio Maresca,Match Report,
202,19.0,Wed,2021-12-22,16:30,Sassuolo,0.8,0–3,1.3,Bologna,4763.0,Stadio Città del Tricolore,Michael Fabbri,Match Report,
203,19.0,Wed,2021-12-22,18:30,Roma,1.5,1–1,1.5,Sampdoria,49400.0,Stadio Olimpico,Piero Giacomelli,Match Report,
204,19.0,Wed,2021-12-22,18:30,Inter,1.3,1–0,0.6,Torino,41413.0,Stadio Giuseppe Meazza,Marco Guida,Match Report,
205,19.0,Wed,2021-12-22,18:30,Hellas Verona,1.1,1–1,1.0,Fiorentina,14001.0,Stadio Marc'Antonio Bentegodi,Daniele Doveri,Match Report,
206,19.0,Wed,2021-12-22,20:45,Empoli,1.7,2–4,1.4,Milan,10596.0,Stadio Carlo Castellani,Marco Di Bello,Match Report,
207,19.0,Wed,2021-12-22,20:45,Napoli,2.0,0–1,0.3,Spezia,25000.0,Stadio San Paolo,Luca Massimi,Match Report,
208,,,,,,,,,,,,,,
209,20.0,Thu,2022-01-06,12:30,Sampdoria,0.6,1–2,2.4,Cagliari,3188.0,Stadio Comunale Luigi Ferraris,Giacomo Camplone,Match Report,
210,20.0,Thu,2022-01-06,14:30,Lazio,2.5,3–3,2.0,Empoli,23000.0,Stadio Olimpico,Antonio Giua,Match Report,
211,20.0,Thu,2022-01-06,14:30,Spezia,0.9,1–2,1.9,Hellas Verona,3250.0,Stadio Alberto Picco,Maurizio Mariani,Match Report,
212,20.0,Thu,2022-01-06,16:30,Sassuolo,2.0,1–1,0.2,Genoa,4696.0,Stadio Città del Tricolore,Gianluca Manganiello,Match Report,
213,20.0,Thu,2022-01-06,18:30,Milan,2.9,3–1,0.8,Roma,35870.0,Stadio Giuseppe Meazza,Daniele Chiffi,Match Report,
214,20.0,Thu,2022-01-06,20:45,Juventus,1.3,1–1,0.7,Napoli,19301.0,Allianz Stadium,Simone Sozza,Match Report,
215,,,,,,,,,,,,,,
216,21.0,Sun,2022-01-09,12:30,Venezia,0.4,0–3,2.8,Milan,5000.0,Stadio Pierluigi Penzo,Massimiliano Irrati,Match Report,
217,21.0,Sun,2022-01-09,14:30,Empoli,1.4,1–5,4.1,Sassuolo,4081.0,Stadio Carlo Castellani,Manuel Volpi,Match Report,
218,21.0,Sun,2022-01-09,16:30,Napoli,1.5,1–0,0.4,Sampdoria,9000.0,Stadio San Paolo,Marco Di Bello,Match Report,
219,21.0,Sun,2022-01-09,16:30,Udinese,0.5,2–6,3.1,Atalanta,8679.0,Dacia Arena,Michael Fabbri,Match Report,
220,21.0,Sun,2022-01-09,18:30,Genoa,1.0,0–1,1.5,Spezia,8000.0,Stadio Comunale Luigi Ferraris,Marco Guida,Match Report,
221,21.0,Sun,2022-01-09,18:30,Roma,2.1,3–4,1.1,Juventus,33178.0,Stadio Olimpico,Davide Massa,Match Report,
222,21.0,Sun,2022-01-09,20:45,Hellas Verona,1.4,1–2,1.1,Salernitana,3106.0,Stadio Marc'Antonio Bentegodi,Federico Dionisi,Match Report,
223,21.0,Sun,2022-01-09,20:45,Inter,1.6,2–1,1.5,Lazio,29471.0,Stadio Giuseppe Meazza,Luca Pairetto,Match Report,
224,21.0,Mon,2022-01-10,17:00,Torino,2.1,4–0,0.7,Fiorentina,3545.0,Stadio Olimpico di Torino,Livio Marinelli,Match Report,
225,21.0,Tue,2022-01-11,20:45,Cagliari,1.6,2–1,0.6,Bologna,5583.0,Sardegna Arena,Davide Ghersini,Match Report,
226,,,,,,,,,,,,,,
227,22.0,Sat,2022-01-15,15:00,Sampdoria,1.3,1–2,1.6,Torino,2549.0,Stadio Comunale Luigi Ferraris,Luca Massimi,Match Report,
228,22.0,Sat,2022-01-15,18:00,Salernitana,0.3,0–3,1.6,Lazio,2559.0,Stadio Arechi,Rosario Abisso,Match Report,
229,22.0,Sat,2022-01-15,20:45,Juventus,1.5,2–0,0.8,Udinese,5000.0,Allianz Stadium,Antonio Giua,Match Report,
230,22.0,Sun,2022-01-16,12:30,Sassuolo,1.1,2–4,3.5,Hellas Verona,3843.0,Stadio Città del Tricolore,Alessandro Prontera,Match Report,
231,22.0,Sun,2022-01-16,15:00,Venezia,1.1,1–1,1.6,Empoli,3805.0,Stadio Pierluigi Penzo,Piero Giacomelli,Match Report,
232,22.0,Sun,2022-01-16,18:00,Roma,1.9,1–0,0.6,Cagliari,5000.0,Stadio Olimpico,Lorenzo Maggioni,Match Report,
233,22.0,Sun,2022-01-16,20:45,Atalanta,1.6,0–0,1.5,Inter,5000.0,Stadio Atleti Azzurri d'Italia,Davide Massa,Match Report,
234,22.0,Mon,2022-01-17,18:30,Milan,2.5,1–2,1.4,Spezia,5000.0,Stadio Giuseppe Meazza,Marco Serra,Match Report,
235,22.0,Mon,2022-01-17,18:30,Bologna,0.9,0–2,2.1,Napoli,5000.0,Stadio Renato Dall'Ara,Livio Marinelli,Match Report,
236,22.0,Mon,2022-01-17,20:45,Fiorentina,3.1,6–0,0.2,Genoa,5000.0,Stadio Artemio Franchi,Fabio Maresca,Match Report,
237,,,,,,,,,,,,,,
238,23.0,Fri,2022-01-21,20:45,Hellas Verona,1.5,2–1,0.6,Bologna,4286.0,Stadio Marc'Antonio Bentegodi,Matteo Gariglio,Match Report,
239,23.0,Sat,2022-01-22,15:00,Genoa,0.9,0–0,0.1,Udinese,5000.0,Stadio Comunale Luigi Ferraris,Daniele Doveri,Match Report,
240,23.0,Sat,2022-01-22,18:00,Inter,2.9,2–1,0.3,Venezia,5000.0,Stadio Giuseppe Meazza,Matteo Marchetti,Match Report,
241,23.0,Sat,2022-01-22,20:45,Lazio,0.2,0–0,0.4,Atalanta,4000.0,Stadio Olimpico,Simone Sozza,Match Report,
242,23.0,Sun,2022-01-23,12:30,Cagliari,1.4,1–1,1.9,Fiorentina,5000.0,Sardegna Arena,Gianluca Aureliano,Match Report,
243,23.0,Sun,2022-01-23,15:00,Torino,2.6,1–1,0.4,Sassuolo,5000.0,Stadio Olimpico di Torino,Francesco Fourneau,Match Report,
244,23.0,Sun,2022-01-23,15:00,Napoli,4.1,4–1,0.2,Salernitana,3000.0,Stadio San Paolo,Luca Pairetto,Match Report,
245,23.0,Sun,2022-01-23,15:00,Spezia,0.4,1–0,0.4,Sampdoria,5000.0,Stadio Alberto Picco,Gianluca Manganiello,Match Report,
246,23.0,Sun,2022-01-23,18:00,Empoli,0.9,2–4,3.0,Roma,4920.0,Stadio Carlo Castellani,Michael Fabbri,Match Report,
247,23.0,Sun,2022-01-23,20:45,Milan,0.6,0–0,0.4,Juventus,5000.0,Stadio Giuseppe Meazza,Marco Di Bello,Match Report,
248,,,,,,,,,,,,,,
249,24.0,Sat,2022-02-05,15:00,Roma,1.4,0–0,0.5,Genoa,29863.0,Stadio Olimpico,Rosario Abisso,Match Report,
250,24.0,Sat,2022-02-05,18:00,Inter,0.8,1–2,1.2,Milan,37918.0,Stadio Giuseppe Meazza,Marco Guida,Match Report,
251,24.0,Sat,2022-02-05,20:45,Fiorentina,0.8,0–3,2.7,Lazio,17181.0,Stadio Artemio Franchi,Daniele Orsato,Match Report,
252,24.0,Sun,2022-02-06,12:30,Atalanta,1.1,1–2,1.1,Cagliari,7868.0,Stadio Atleti Azzurri d'Italia,Alessandro Prontera,Match Report,
253,24.0,Sun,2022-02-06,15:00,Venezia,0.4,0–2,1.6,Napoli,5554.0,Stadio Pierluigi Penzo,Maurizio Mariani,Match Report,
254,24.0,Sun,2022-02-06,15:00,Bologna,0.7,0–0,1.6,Empoli,10349.0,Stadio Renato Dall'Ara,Cosso Cosso,Match Report,
255,24.0,Sun,2022-02-06,15:00,Sampdoria,2.1,4–0,1.5,Sassuolo,6232.0,Stadio Comunale Luigi Ferraris,Fabio Maresca,Match Report,
256,24.0,Sun,2022-02-06,18:00,Udinese,1.3,2–0,0.6,Torino,9837.0,Dacia Arena,Antonio Rapuano,Match Report,
257,24.0,Sun,2022-02-06,20:45,Juventus,1.2,2–0,0.6,Hellas Verona,17016.0,Allianz Stadium,Luca Massimi,Match Report,
258,24.0,Mon,2022-02-07,20:45,Salernitana,0.4,2–2,1.9,Spezia,10668.0,Stadio Arechi,Paolo Valeri,Match Report,
259,,,,,,,,,,,,,,
260,25.0,Sat,2022-02-12,15:00,Lazio,2.6,3–0,0.7,Bologna,22000.0,Stadio Olimpico,Marco Piccinini,Match Report,
261,25.0,Sat,2022-02-12,18:00,Napoli,1.7,1–1,0.5,Inter,27000.0,Stadio San Paolo,Daniele Doveri,Match Report,
262,25.0,Sat,2022-02-12,20:45,Torino,0.7,1–2,0.4,Venezia,6681.0,Stadio Olimpico di Torino,Antonio Giua,Match Report,
263,25.0,Sun,2022-02-13,12:30,Milan,1.4,1–0,0.2,Sampdoria,35710.0,Stadio Giuseppe Meazza,Daniele Chiffi,Match Report,
264,25.0,Sun,2022-02-13,15:00,Empoli,1.0,1–1,1.0,Cagliari,4787.0,Stadio Carlo Castellani,Federico Dionisi,Match Report,
265,25.0,Sun,2022-02-13,15:00,Hellas Verona,1.0,4–0,1.6,Udinese,11713.0,Stadio Marc'Antonio Bentegodi,Andrea Colombo,Match Report,
266,25.0,Sun,2022-02-13,15:00,Genoa,2.2,1–1,0.8,Salernitana,13742.0,Stadio Comunale Luigi Ferraris,Marco Di Bello,Match Report,
267,25.0,Sun,2022-02-13,18:00,Sassuolo,0.9,2–2,2.4,Roma,9282.0,Stadio Città del Tricolore,Marco Guida,Match Report,
268,25.0,Sun,2022-02-13,20:45,Atalanta,2.1,1–1,0.7,Juventus,9731.0,Stadio Atleti Azzurri d'Italia,Maurizio Mariani,Match Report,
269,25.0,Mon,2022-02-14,20:45,Spezia,0.7,1–2,2.2,Fiorentina,5400.0,Stadio Alberto Picco,Matteo Marchetti,Match Report,
270,,,,,,,,,,,,,,
271,26.0,Fri,2022-02-18,20:45,Juventus,0.7,1–1,0.7,Torino,20132.0,Allianz Stadium,Davide Massa,Match Report,
272,26.0,Sat,2022-02-19,15:00,Sampdoria,0.5,2–0,0.8,Empoli,9069.0,Stadio Comunale Luigi Ferraris,Antonio Rapuano,Match Report,
273,26.0,Sat,2022-02-19,18:00,Roma,0.6,2–2,0.5,Hellas Verona,34777.0,Stadio Olimpico,Luca Pairetto,Match Report,
274,26.0,Sat,2022-02-19,20:45,Salernitana,1.4,2–2,1.3,Milan,18449.0,Stadio Arechi,Michael Fabbri,Match Report,
275,26.0,Sun,2022-02-20,12:30,Fiorentina,0.6,1–0,0.5,Atalanta,18056.0,Stadio Artemio Franchi,Daniele Doveri,Match Report,
276,26.0,Sun,2022-02-20,15:00,Venezia,1.0,1–1,1.2,Genoa,7566.0,Stadio Pierluigi Penzo,Daniele Orsato,Match Report,
277,26.0,Sun,2022-02-20,18:00,Inter,3.0,0–2,1.6,Sassuolo,38324.0,Stadio Giuseppe Meazza,Francesco Fourneau,Match Report,
278,26.0,Sun,2022-02-20,20:45,Udinese,1.2,1–1,1.3,Lazio,10799.0,Dacia Arena,Luca Massimi,Match Report,
279,26.0,Mon,2022-02-21,19:00,Cagliari,1.8,1–1,0.9,Napoli,12063.0,Sardegna Arena,Maurizio Mariani,Match Report,
280,26.0,Mon,2022-02-21,21:00,Bologna,1.9,2–1,0.5,Spezia,12050.0,Stadio Renato Dall'Ara,Livio Marinelli,Match Report,
281,,,,,,,,,,,,,,
282,27.0,Fri,2022-02-25,18:45,Milan,0.8,1–1,1.0,Udinese,44588.0,Stadio Giuseppe Meazza,Matteo Marchetti,Match Report,
283,27.0,Fri,2022-02-25,21:00,Genoa,0.8,0–0,1.5,Inter,14314.0,Stadio Comunale Luigi Ferraris,Daniele Chiffi,Match Report,
284,27.0,Sat,2022-02-26,15:00,Salernitana,1.4,1–1,0.4,Bologna,13289.0,Stadio Arechi,Giovanni Ayroldi,Match Report,
285,27.0,Sat,2022-02-26,18:00,Empoli,1.3,2–3,2.1,Juventus,11890.0,Stadio Carlo Castellani,Fabio Maresca,Match Report,
286,27.0,Sat,2022-02-26,20:45,Sassuolo,1.5,2–1,2.1,Fiorentina,8952.0,Stadio Città del Tricolore,Alessandro Prontera,Match Report,
287,27.0,Sun,2022-02-27,12:35,Torino,0.8,1–2,1.9,Cagliari,10231.0,Stadio Olimpico di Torino,Manuel Volpi,Match Report,
288,27.0,Sun,2022-02-27,15:05,Hellas Verona,2.3,3–1,0.9,Venezia,14298.0,Stadio Marc'Antonio Bentegodi,Juan Sacchi,Match Report,
289,27.0,Sun,2022-02-27,18:05,Spezia,0.3,0–1,3.5,Roma,8107.0,Stadio Alberto Picco,Michael Fabbri,Match Report,
290,27.0,Sun,2022-02-27,20:50,Lazio,1.1,1–2,1.4,Napoli,25000.0,Stadio Olimpico,Marco Di Bello,Match Report,
291,27.0,Mon,2022-02-28,20:50,Atalanta,2.6,4–0,0.6,Sampdoria,10245.0,Stadio Atleti Azzurri d'Italia,Simone Sozza,Match Report,
292,,,,,,,,,,,,,,
293,28.0,Fri,2022-03-04,20:45,Inter,4.0,5–0,0.8,Salernitana,46287.0,Stadio Giuseppe Meazza,Livio Marinelli,Match Report,
294,28.0,Sat,2022-03-05,15:00,Udinese,1.9,2–1,0.7,Sampdoria,12405.0,Dacia Arena,Massimiliano Irrati,Match Report,
295,28.0,Sat,2022-03-05,18:00,Roma,1.1,1–0,0.9,Atalanta,42303.0,Stadio Olimpico,Davide Massa,Match Report,
296,28.0,Sat,2022-03-05,20:45,Cagliari,0.6,0–3,2.6,Lazio,10873.0,Sardegna Arena,Fabio Maresca,Match Report,
297,28.0,Sun,2022-03-06,12:30,Genoa,1.2,0–0,0.4,Empoli,14935.0,Stadio Comunale Luigi Ferraris,Gianluca Aureliano,Match Report,
298,28.0,Sun,2022-03-06,15:00,Fiorentina,1.4,1–1,1.3,Hellas Verona,23491.0,Stadio Artemio Franchi,Gianluca Manganiello,Match Report,
299,28.0,Sun,2022-03-06,15:00,Bologna,0.3,0–0,1.3,Torino,17575.0,Stadio Renato Dall'Ara,Luca Massimi,Match Report,
300,28.0,Sun,2022-03-06,15:00,Venezia,2.5,1–4,3.5,Sassuolo,5732.0,Stadio Pierluigi Penzo,Luca Pairetto,Match Report,
301,28.0,Sun,2022-03-06,18:00,Juventus,1.5,1–0,0.7,Spezia,26475.0,Allianz Stadium,Francesco Fourneau,Match Report,
302,28.0,Sun,2022-03-06,20:45,Napoli,0.5,0–1,1.1,Milan,42000.0,Stadio San Paolo,Daniele Orsato,Match Report,
303,,,,,,,,,,,,,,
304,29.0,Sat,2022-03-12,15:00,Spezia,2.2,2–0,0.5,Cagliari,7180.0,Stadio Alberto Picco,Daniele Orsato,Match Report,
305,29.0,Sat,2022-03-12,15:00,Salernitana,1.6,2–2,1.7,Sassuolo,10249.0,Stadio Arechi,Luca Massimi,Match Report,
306,29.0,Sat,2022-03-12,18:00,Sampdoria,1.6,1–3,1.1,Juventus,16644.0,Stadio Comunale Luigi Ferraris,Paolo Valeri,Match Report,
307,29.0,Sat,2022-03-12,20:45,Milan,0.7,1–0,0.3,Empoli,48801.0,Stadio Giuseppe Meazza,Daniele Chiffi,Match Report,
308,29.0,Sun,2022-03-13,12:30,Fiorentina,1.8,1–0,1.1,Bologna,22635.0,Stadio Artemio Franchi,Juan Sacchi,Match Report,
309,29.0,Sun,2022-03-13,15:00,Hellas Verona,0.6,1–2,1.4,Napoli,18782.0,Stadio Marc'Antonio Bentegodi,Daniele Doveri,Match Report,
310,29.0,Sun,2022-03-13,18:00,Udinese,0.6,1–1,1.3,Roma,15114.0,Dacia Arena,Marco Di Bello,Match Report,
311,29.0,Sun,2022-03-13,18:00,Atalanta,1.2,0–0,0.9,Genoa,9140.0,Stadio Atleti Azzurri d'Italia,Rosario Abisso,Match Report,
312,29.0,Sun,2022-03-13,20:45,Torino,1.8,1–1,2.3,Inter,15363.0,Stadio Olimpico di Torino,Marco Guida,Match Report,
313,29.0,Mon,2022-03-14,20:45,Lazio,1.5,1–0,0.3,Venezia,18000.0,Stadio Olimpico,Gianluca Manganiello,Match Report,
314,,,,,,,,,,,,,,
315,30.0,Fri,2022-03-18,18:45,Sassuolo,2.0,4–1,0.5,Spezia,6130.0,Stadio Città del Tricolore,Manuel Volpi,Match Report,
316,30.0,Fri,2022-03-18,21:00,Genoa,0.9,1–0,1.1,Torino,14961.0,Stadio Comunale Luigi Ferraris,Maurizio Mariani,Match Report,
317,30.0,Sat,2022-03-19,15:00,Napoli,1.1,2–1,0.5,Udinese,37363.0,Stadio San Paolo,Francesco Fourneau,Match Report,
318,30.0,Sat,2022-03-19,18:00,Inter,1.1,1–1,1.1,Fiorentina,54988.0,Stadio Giuseppe Meazza,Daniele Chiffi,Match Report,
319,30.0,Sat,2022-03-19,20:45,Cagliari,1.0,0–1,2.4,Milan,12309.0,Sardegna Arena,Marco Di Bello,Match Report,
320,30.0,Sun,2022-03-20,12:30,Venezia,1.2,0–2,1.6,Sampdoria,7591.0,Stadio Pierluigi Penzo,Daniele Orsato,Match Report,
321,30.0,Sun,2022-03-20,15:00,Juventus,1.5,2–0,0.5,Salernitana,29186.0,Allianz Stadium,Giovanni Ayroldi,Match Report,
322,30.0,Sun,2022-03-20,15:00,Empoli,1.0,1–1,1.3,Hellas Verona,5445.0,Stadio Carlo Castellani,Matteo Marcenaro,Match Report,
323,30.0,Sun,2022-03-20,18:00,Roma,2.2,3–0,0.8,Lazio,51932.0,Stadio Olimpico,Massimiliano Irrati,Match Report,
324,30.0,Sun,2022-03-20,20:45,Bologna,1.3,0–1,1.2,Atalanta,1323.0,Stadio Renato Dall'Ara,Fabio Maresca,Match Report,
325,,,,,,,,,,,,,,
326,31.0,Sat,2022-04-02,15:00,Spezia,1.3,1–0,1.0,Venezia,,Stadio Alberto Picco,Daniele Doveri,Match Report,
327,31.0,Sat,2022-04-02,18:00,Lazio,2.3,2–1,1.7,Sassuolo,,Stadio Olimpico,Antonio Rapuano,Match Report,
328,31.0,Sat,2022-04-02,20:45,Salernitana,0.8,0–1,1.6,Torino,,Stadio Arechi,Marco Piccinini,Match Report,
329,31.0,Sun,2022-04-03,12:30,Fiorentina,1.5,1–0,0.1,Empoli,,Stadio Artemio Franchi,Luca Massimi,Match Report,
330,31.0,Sun,2022-04-03,15:00,Atalanta,1.4,1–3,1.5,Napoli,,Stadio Atleti Azzurri d'Italia,Marco Di Bello,Match Report,
331,31.0,Sun,2022-04-03,15:00,Udinese,3.6,5–1,0.4,Cagliari,,Dacia Arena,Rosario Abisso,Match Report,
332,31.0,Sun,2022-04-03,18:00,Sampdoria,0.4,0–1,1.1,Roma,,Stadio Comunale Luigi Ferraris,Gianluca Manganiello,Match Report,
333,31.0,Sun,2022-04-03,20:45,Juventus,1.7,0–1,1.2,Inter,,Allianz Stadium,Massimiliano Irrati,Match Report,
334,31.0,Mon,2022-04-04,18:30,Hellas Verona,1.1,1–0,0.6,Genoa,,Stadio Marc'Antonio Bentegodi,Francesco Fourneau,Match Report,
335,31.0,Mon,2022-04-04,20:45,Milan,2.2,0–0,0.6,Bologna,,Stadio Giuseppe Meazza,Livio Marinelli,Match Report,
336,,,,,,,,,,,,,,
337,32.0,Sat,2022-04-09,15:00,Empoli,,,,Spezia,,Stadio Carlo Castellani,,Head-to-Head,
338,32.0,Sat,2022-04-09,18:00,Inter,,,,Hellas Verona,,Stadio Giuseppe Meazza,,Head-to-Head,
339,32.0,Sat,2022-04-09,20:45,Cagliari,,,,Juventus,,Sardegna Arena,,Head-to-Head,
340,32.0,Sun,2022-04-10,12:30,Genoa,,,,Lazio,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
341,32.0,Sun,2022-04-10,15:00,Sassuolo,,,,Atalanta,,Stadio Città del Tricolore,,Head-to-Head,
342,32.0,Sun,2022-04-10,15:00,Napoli,,,,Fiorentina,,Stadio San Paolo,,Head-to-Head,
343,32.0,Sun,2022-04-10,15:00,Venezia,,,,Udinese,,Stadio Pierluigi Penzo,,Head-to-Head,
344,32.0,Sun,2022-04-10,18:00,Roma,,,,Salernitana,,Stadio Olimpico,,Head-to-Head,
345,32.0,Sun,2022-04-10,20:45,Torino,,,,Milan,,Stadio Olimpico di Torino,,Head-to-Head,
346,32.0,Mon,2022-04-11,20:45,Bologna,,,,Sampdoria,,Stadio Renato Dall'Ara,,Head-to-Head,
347,,,,,,,,,,,,,,
348,33.0,Fri,2022-04-15,19:00,Spezia,,,,Inter,,Stadio Alberto Picco,,Head-to-Head,
349,33.0,Fri,2022-04-15,21:00,Milan,,,,Genoa,,Stadio Giuseppe Meazza,,Head-to-Head,
350,33.0,Sat,2022-04-16,12:30,Cagliari,,,,Sassuolo,,Sardegna Arena,,Head-to-Head,
351,33.0,Sat,2022-04-16,14:30,Udinese,,,,Empoli,,Dacia Arena,,Head-to-Head,
352,33.0,Sat,2022-04-16,14:30,Sampdoria,,,,Salernitana,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
353,33.0,Sat,2022-04-16,16:30,Fiorentina,,,,Venezia,,Stadio Artemio Franchi,,Head-to-Head,
354,33.0,Sat,2022-04-16,18:30,Juventus,,,,Bologna,,Allianz Stadium,,Head-to-Head,
355,33.0,Sat,2022-04-16,20:45,Lazio,,,,Torino,,Stadio Olimpico,,Head-to-Head,
356,33.0,Mon,2022-04-18,19:00,Napoli,,,,Roma,,Stadio San Paolo,,Head-to-Head,
357,33.0,Mon,2022-04-18,21:00,Atalanta,,,,Hellas Verona,,Stadio Atleti Azzurri d'Italia,,Head-to-Head,
358,,,,,,,,,,,,,,
359,34.0,Sun,2022-04-24,,Genoa,,,,Cagliari,,Stadio Comunale Luigi Ferraris,,Head-to-Head,
360,34.0,Sun,2022-04-24,,Torino,,,,Spezia,,Stadio Olimpico di Torino,,Head-to-Head,
361,34.0,Sun,2022-04-24,,Hellas Verona,,,,Sampdoria,,Stadio Marc'Antonio Bentegodi,,Head-to-Head,
362,34.0,Sun,2022-04-24,,Salernitana,,,,Fiorentina,,Stadio Arechi,,Head-to-Head,
363,34.0,Sun,2022-04-24,,Empoli,,,,Napoli,,Stadio Carlo Castellani,,Head-to-Head,
364,34.0,Sun,2022-04-24,,Sassuolo,,,,Juventus,,Stadio Città del Tricolore,,Head-to-Head,
365,34.0,Sun,2022-04-24,,Lazio,,,,Milan,,Stadio Olimpico,,Head-to-Head,
366,34.0,Sun,2022-04-24,,Bologna,,,,Udinese,,Stadio Renato Dall'Ara,,Head-to-Head,
367,34.0,Sun,2022-04-24,,Inter,,,,Roma,,Stadio Giuseppe Meazza,,Head-to-Head,
368,34.0,Sun,2022-04-24,,Venezia,,,,Atalanta,,Stadio Pierluigi Penzo,,Head-to-Head,
369,,,,,,,,,,,,,,
370,20.0,Wed,2022-04-27,,Fiorentina,,,,Udinese,,Stadio Artemio Franchi,,Head-to-Head,
371,20.0,Wed,2022-04-27,,Salernitana,,,,Venezia,,Stadio Arechi,,Head-to-Head,
372,20.0,Wed,2022-04-27,,Bologna,,,,Inter,,Stadio Renato Dall'Ara,,Head-to-Head,
373,,,,,,,,,,,,,,
374,35.0,Sun,2022-05-01,,Milan,,,,Fiorentina,,,,Head-to-Head,
375,35.0,Sun,2022-05-01,,Atalanta,,,,Salernitana,,,,Head-to-Head,
376,35.0,Sun,2022-05-01,,Juventus,,,,Venezia,,,,Head-to-Head,
377,35.0,Sun,2022-05-01,,Sampdoria,,,,Genoa,,,,Head-to-Head,
378,35.0,Sun,2022-05-01,,Roma,,,,Bologna,,,,Head-to-Head,
379,35.0,Sun,2022-05-01,,Udinese,,,,Inter,,,,Head-to-Head,
380,35.0,Sun,2022-05-01,,Napoli,,,,Sassuolo,,,,Head-to-Head,
381,35.0,Sun,2022-05-01,,Empoli,,,,Torino,,,,Head-to-Head,
382,35.0,Sun,2022-05-01,,Cagliari,,,,Hellas Verona,,,,Head-to-Head,
383,35.0,Sun,2022-05-01,,Spezia,,,,Lazio,,,,Head-to-Head,
384,,,,,,,,,,,,,,
385,36.0,Sun,2022-05-08,,Hellas Verona,,,,Milan,,,,Head-to-Head,
386,36.0,Sun,2022-05-08,,Torino,,,,Napoli,,,,Head-to-Head,
387,36.0,Sun,2022-05-08,,Sassuolo,,,,Udinese,,,,Head-to-Head,
388,36.0,Sun,2022-05-08,,Inter,,,,Empoli,,,,Head-to-Head,
389,36.0,Sun,2022-05-08,,Salernitana,,,,Cagliari,,,,Head-to-Head,
390,36.0,Sun,2022-05-08,,Genoa,,,,Juventus,,,,Head-to-Head,
391,36.0,Sun,2022-05-08,,Spezia,,,,Atalanta,,,,Head-to-Head,
392,36.0,Sun,2022-05-08,,Fiorentina,,,,Roma,,,,Head-to-Head,
393,36.0,Sun,2022-05-08,,Venezia,,,,Bologna,,,,Head-to-Head,
394,36.0,Sun,2022-05-08,,Lazio,,,,Sampdoria,,,,Head-to-Head,
395,,,,,,,,,,,,,,
396,20.0,Wed,2022-05-11,,Atalanta,,,,Torino,,Stadio Atleti Azzurri d'Italia,,Head-to-Head,
397,,,,,,,,,,,,,,
398,37.0,Sun,2022-05-15,,Milan,,,,Atalanta,,,,Head-to-Head,
