,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
191,20.0,Sat,2022-01-22,15:30,Leverkusen,3.2,5–1,1.4,Augsburg,750.0,BayArena,Daniel Schlager,Match Report,
192,20.0,Sat,2022-01-22,15:30,M'Gladbach,1.0,1–2,1.1,Union Berlin,750.0,Stadion im Borussia-Park,Felix Brych,Match Report,
193,20.0,Sat,2022-01-22,15:30,Greuther Fürth,1.1,2–1,2.0,Mainz 05,,Sportpark Ronhof Thomas Sommer,Robert Schröder,Match Report,
194,20.0,Sat,2022-01-22,15:30,Hoffenheim,1.5,2–3,1.5,Dortmund,500.0,PreZero Arena,Deniz Aytekin,Match Report,
195,20.0,Sat,2022-01-22,15:30,Freiburg,1.6,2–0,0.5,Stuttgart,500.0,Europa-Park Stadion,Tobias Stieler,Match Report,
196,20.0,Sat,2022-01-22,18:30,Bochum,1.8,2–2,1.0,Köln,750.0,Vonovia Ruhrstadion,Matthias Jöllenbeck,Match Report,
197,20.0,Sun,2022-01-23,15:30,RB Leipzig,1.3,2–0,0.9,Wolfsburg,1000.0,Red Bull Arena,Daniel Siebert,Match Report,
198,20.0,Sun,2022-01-23,17:30,Hertha BSC,0.9,1–4,3.9,Bayern Munich,3000.0,Olympiastadion Berlin,Bastian Dankert,Match Report,
199,,,,,,,,,,,,,,
200,21.0,Fri,2022-02-04,20:30,Hertha BSC,0.5,1–1,1.1,Bochum,3000.0,Olympiastadion Berlin,Marco Fritz,Match Report,
201,21.0,Sat,2022-02-05,15:30,Stuttgart,1.8,2–3,1.1,Eint Frankfurt,10000.0,Mercedes-Benz Arena,Sascha Stegemann,Match Report,
202,21.0,Sat,2022-02-05,15:30,Arminia,0.6,1–1,1.5,M'Gladbach,10000.0,SchücoArena,Benjamin Cortus,Match Report,
203,21.0,Sat,2022-02-05,15:30,Köln,1.3,1–0,1.3,Freiburg,10000.0,RheinEnergieSTADION,Felix Brych,Match Report,
204,21.0,Sat,2022-02-05,15:30,Augsburg,2.0,2–0,1.6,Union Berlin,7600.0,WWK Arena,Harm Osmers,Match Report,
205,21.0,Sat,2022-02-05,15:30,Mainz 05,2.0,2–0,1.6,Hoffenheim,6800.0,Opel Arena,Christian Dingert,Match Report,
206,21.0,Sat,2022-02-05,18:30,Bayern Munich,2.9,3–2,2.1,RB Leipzig,10000.0,Allianz Arena,Sven Jablonski,Match Report,
207,21.0,Sun,2022-02-06,15:30,Dortmund,1.3,2–5,2.1,Leverkusen,10000.0,Signal Iduna Park,Daniel Siebert,Match Report,
208,21.0,Sun,2022-02-06,17:30,Wolfsburg,2.0,4–1,1.1,Greuther Fürth,500.0,Volkswagen Arena,Martin Petersen,Match Report,
209,,,,,,,,,,,,,,
210,22.0,Fri,2022-02-11,20:30,RB Leipzig,1.0,3–1,0.9,Köln,15000.0,Red Bull Arena,Florian Badstübner,Match Report,
211,22.0,Sat,2022-02-12,15:30,Freiburg,1.7,1–1,2.1,Mainz 05,10000.0,Europa-Park Stadion,Deniz Aytekin,Match Report,
212,22.0,Sat,2022-02-12,15:30,Greuther Fürth,2.5,2–1,2.3,Hertha BSC,9000.0,Sportpark Ronhof Thomas Sommer,Daniel Schlager,Match Report,
213,22.0,Sat,2022-02-12,15:30,M'Gladbach,2.2,3–2,1.2,Augsburg,10000.0,Stadion im Borussia-Park,Tobias Welz,Match Report,
214,22.0,Sat,2022-02-12,15:30,Eint Frankfurt,1.1,0–2,1.6,Wolfsburg,10000.0,Commerzbank-Arena,Frank Willenborg,Match Report,
215,22.0,Sat,2022-02-12,15:30,Bochum,1.3,4–2,2.2,Bayern Munich,10000.0,Vonovia Ruhrstadion,Robert Schröder,Match Report,
216,22.0,Sat,2022-02-12,18:30,Leverkusen,2.5,4–2,1.2,Stuttgart,10000.0,BayArena,Felix Brych,Match Report,
217,22.0,Sun,2022-02-13,15:30,Union Berlin,1.3,0–3,1.9,Dortmund,10000.0,Stadion An der Alten Försterei,Matthias Jöllenbeck,Match Report,
218,22.0,Sun,2022-02-13,17:30,Hoffenheim,2.2,2–0,0.7,Arminia,10000.0,PreZero Arena,Robert Hartmann,Match Report,
219,,,,,,,,,,,,,,
220,23.0,Fri,2022-02-18,20:30,Mainz 05,1.0,3–2,1.2,Leverkusen,10000.0,Opel Arena,Benjamin Cortus,Match Report,
221,23.0,Sat,2022-02-19,15:30,Stuttgart,1.9,1–1,1.9,Bochum,20059.0,Mercedes-Benz Arena,Harm Osmers,Match Report,
222,23.0,Sat,2022-02-19,15:30,Arminia,1.1,1–0,1.0,Union Berlin,10000.0,SchücoArena,Daniel Schlager,Match Report,
223,23.0,Sat,2022-02-19,15:30,Wolfsburg,1.1,1–2,1.4,Hoffenheim,7145.0,Volkswagen Arena,Felix Zwayer,Match Report,
224,23.0,Sat,2022-02-19,15:30,Augsburg,0.8,1–2,1.6,Freiburg,15000.0,WWK Arena,Daniel Siebert,Match Report,
225,23.0,Sat,2022-02-19,18:30,Köln,1.3,1–0,0.7,Eint Frankfurt,10000.0,RheinEnergieSTADION,Christian Dingert,Match Report,
226,23.0,Sun,2022-02-20,15:30,Bayern Munich,2.7,4–1,0.9,Greuther Fürth,25000.0,Allianz Arena,Robert Hartmann,Match Report,
227,23.0,Sun,2022-02-20,17:30,Dortmund,3.5,6–0,0.8,M'Gladbach,10000.0,Signal Iduna Park,Marco Fritz,Match Report,
228,23.0,Sun,2022-02-20,19:30,Hertha BSC,0.7,1–6,3.1,RB Leipzig,10000.0,Olympiastadion Berlin,Patrick Ittrich,Match Report,
229,,,,,,,,,,,,,,
230,24.0,Fri,2022-02-25,20:30,Hoffenheim,2.3,2–1,1.9,Stuttgart,18099.0,PreZero Arena,Matthias Jöllenbeck,Match Report,
231,24.0,Sat,2022-02-26,15:30,Freiburg,2.8,3–0,1.9,Hertha BSC,25000.0,Europa-Park Stadion,Sven Jablonski,Match Report,
232,24.0,Sat,2022-02-26,15:30,Leverkusen,2.6,3–0,0.4,Arminia,10000.0,BayArena,Martin Petersen,Match Report,
233,24.0,Sat,2022-02-26,15:30,Greuther Fürth,0.8,1–1,0.8,Köln,9200.0,Sportpark Ronhof Thomas Sommer,Robert Schörgenhofer,Match Report,
234,24.0,Sat,2022-02-26,15:30,M'Gladbach,2.7,2–2,1.5,Wolfsburg,10000.0,Stadion im Borussia-Park,Tobias Reichel,Match Report,
235,24.0,Sat,2022-02-26,15:30,Union Berlin,0.9,3–1,0.8,Mainz 05,10000.0,Stadion An der Alten Försterei,Bastian Dankert,Match Report,
236,24.0,Sat,2022-02-26,18:30,Eint Frankfurt,0.8,0–1,2.0,Bayern Munich,25000.0,Commerzbank-Arena,Florian Badstübner,Match Report,
237,24.0,Sun,2022-02-27,15:30,Bochum,1.0,0–1,0.7,RB Leipzig,10000.0,Vonovia Ruhrstadion,Felix Brych,Match Report,
238,24.0,Sun,2022-02-27,17:30,Augsburg,0.9,1–1,0.5,Dortmund,15330.0,WWK Arena,Deniz Aytekin,Match Report,
239,,,,,,,,,,,,,,
240,25.0,Fri,2022-03-04,20:30,Arminia,0.2,0–1,0.4,Augsburg,19460.0,SchücoArena,Felix Brych,Match Report,
241,25.0,Sat,2022-03-05,15:30,RB Leipzig,0.7,1–1,0.5,Freiburg,24758.0,Red Bull Arena,Felix Zwayer,Match Report,
242,25.0,Sat,2022-03-05,15:30,Bayern Munich,1.4,1–1,1.8,Leverkusen,25000.0,Allianz Arena,Daniel Siebert,Match Report,
243,25.0,Sat,2022-03-05,15:30,Wolfsburg,0.6,1–0,1.1,Union Berlin,15703.0,Volkswagen Arena,Patrick Ittrich,Match Report,
244,25.0,Sat,2022-03-05,15:30,Hertha BSC,0.7,1–4,1.3,Eint Frankfurt,25000.0,Olympiastadion Berlin,Harm Osmers,Match Report,
245,25.0,Sat,2022-03-05,15:30,Bochum,1.3,2–1,0.8,Greuther Fürth,19800.0,Vonovia Ruhrstadion,Daniel Schlager,Match Report,
246,25.0,Sat,2022-03-05,18:30,Stuttgart,1.8,3–2,1.2,M'Gladbach,25000.0,Mercedes-Benz Arena,Christian Dingert,Match Report,
247,25.0,Sun,2022-03-06,17:30,Köln,1.3,0–1,2.1,Hoffenheim,37500.0,RheinEnergieSTADION,Marco Fritz,Match Report,
248,,,,,,,,,,,,,,
249,26.0,Sat,2022-03-12,15:30,Union Berlin,1.3,1–1,1.3,Stuttgart,16509.0,Stadion An der Alten Försterei,Robert Hartmann,Match Report,
250,26.0,Sat,2022-03-12,15:30,Hoffenheim,1.6,1–1,3.3,Bayern Munich,25600.0,PreZero Arena,Robert Schröder,Match Report,
251,26.0,Sat,2022-03-12,15:30,Freiburg,1.9,3–2,1.1,Wolfsburg,25000.0,Europa-Park Stadion,Martin Petersen,Match Report,
252,26.0,Sat,2022-03-12,18:30,M'Gladbach,1.8,2–0,0.5,Hertha BSC,,Stadion im Borussia-Park,Florian Badstübner,Match Report,
253,26.0,Sun,2022-03-13,15:30,Leverkusen,1.8,0–1,0.5,Köln,22658.0,BayArena,Sascha Stegemann,Match Report,
254,26.0,Sun,2022-03-13,17:30,Dortmund,2.0,1–0,0.6,Arminia,33000.0,Signal Iduna Park,Bastian Dankert,Match Report,
255,26.0,Sun,2022-03-13,17:30,Eint Frankfurt,1.9,2–1,1.0,Bochum,,Commerzbank-Arena,Marco Fritz,Match Report,
256,26.0,Sun,2022-03-13,19:30,Greuther Fürth,0.4,1–6,1.5,RB Leipzig,9418.0,Sportpark Ronhof Thomas Sommer,Sven Jablonski,Match Report,
257,,,,,,,,,,,,,,
258,25.0,Wed,2022-03-16,18:30,Mainz 05,0.6,0–1,0.8,Dortmund,25000.0,Opel Arena,Sascha Stegemann,Match Report,
259,,,,,,,,,,,,,,
260,27.0,Fri,2022-03-18,20:30,Bochum,1.5,0–2,0.6,M'Gladbach,,Vonovia Ruhrstadion,Benjamin Cortus,Match Report,Match awarded to M'Gladbach
261,27.0,Sat,2022-03-19,15:30,Stuttgart,2.7,3–2,0.9,Augsburg,55785.0,Mercedes-Benz Arena,Patrick Ittrich,Match Report,
262,27.0,Sat,2022-03-19,15:30,Hertha BSC,0.8,3–0,0.8,Hoffenheim,25000.0,Olympiastadion Berlin,Daniel Schlager,Match Report,
263,27.0,Sat,2022-03-19,15:30,Mainz 05,4.2,4–0,0.2,Arminia,25000.0,Opel Arena,Felix Zwayer,Match Report,
264,27.0,Sat,2022-03-19,15:30,Greuther Fürth,0.7,0–0,0.8,Freiburg,9884.0,Sportpark Ronhof Thomas Sommer,Tobias Reichel,Match Report,
265,27.0,Sat,2022-03-19,18:30,Bayern Munich,2.9,4–0,0.8,Union Berlin,37000.0,Allianz Arena,Harm Osmers,Match Report,
266,27.0,Sun,2022-03-20,15:30,RB Leipzig,1.2,0–0,0.1,Eint Frankfurt,43058.0,Red Bull Arena,Christian Dingert,Match Report,
267,27.0,Sun,2022-03-20,17:30,Wolfsburg,1.5,0–2,1.2,Leverkusen,16554.0,Volkswagen Arena,Felix Brych,Match Report,
268,27.0,Sun,2022-03-20,19:30,Köln,1.2,1–1,1.0,Dortmund,50000.0,RheinEnergieSTADION,Daniel Siebert,Match Report,
269,,,,,,,,,,,,,,
270,28.0,Fri,2022-04-01,20:30,Union Berlin,,,,Köln,,Stadion An der Alten Försterei,,Head-to-Head,
271,28.0,Sat,2022-04-02,15:30,Arminia,,,,Stuttgart,,SchücoArena,,Head-to-Head,
272,28.0,Sat,2022-04-02,15:30,Hoffenheim,,,,Bochum,,PreZero Arena,,Head-to-Head,
273,28.0,Sat,2022-04-02,15:30,Leverkusen,,,,Hertha BSC,,BayArena,,Head-to-Head,
274,28.0,Sat,2022-04-02,15:30,Eint Frankfurt,,,,Greuther Fürth,,Commerzbank-Arena,,Head-to-Head,
275,28.0,Sat,2022-04-02,15:30,Freiburg,,,,Bayern Munich,,Europa-Park Stadion,,Head-to-Head,
276,28.0,Sat,2022-04-02,18:30,Dortmund,,,,RB Leipzig,,Signal Iduna Park,,Head-to-Head,
277,28.0,Sun,2022-04-03,15:30,Augsburg,,,,Wolfsburg,,WWK Arena,,Head-to-Head,
278,28.0,Sun,2022-04-03,17:30,M'Gladbach,,,,Mainz 05,,Stadion im Borussia-Park,,Head-to-Head,
279,,,,,,,,,,,,,,
280,26.0,Wed,2022-04-06,18:30,Augsburg,,,,Mainz 05,,WWK Arena,,Head-to-Head,
281,,,,,,,,,,,,,,
282,29.0,Fri,2022-04-08,20:30,Stuttgart,,,,Dortmund,,Mercedes-Benz Arena,,Head-to-Head,
283,29.0,Sat,2022-04-09,15:30,Bayern Munich,,,,Augsburg,,Allianz Arena,,Head-to-Head,
284,29.0,Sat,2022-04-09,15:30,Greuther Fürth,,,,M'Gladbach,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,
285,29.0,Sat,2022-04-09,15:30,Köln,,,,Mainz 05,,RheinEnergieSTADION,,Head-to-Head,
286,29.0,Sat,2022-04-09,15:30,Wolfsburg,,,,Arminia,,Volkswagen Arena,,Head-to-Head,
287,29.0,Sat,2022-04-09,18:30,Hertha BSC,,,,Union Berlin,,Olympiastadion Berlin,,Head-to-Head,
288,29.0,Sun,2022-04-10,15:30,Bochum,,,,Leverkusen,,Vonovia Ruhrstadion,,Head-to-Head,
289,29.0,Sun,2022-04-10,17:30,Eint Frankfurt,,,,Freiburg,,Commerzbank-Arena,,Head-to-Head,
290,29.0,Sun,2022-04-10,19:30,RB Leipzig,,,,Hoffenheim,,Red Bull Arena,,Head-to-Head,
291,,,,,,,,,,,,,,
292,30.0,Sat,2022-04-16,15:30,Dortmund,,,,Wolfsburg,,Signal Iduna Park,,Head-to-Head,
293,30.0,Sat,2022-04-16,15:30,Mainz 05,,,,Stuttgart,,Opel Arena,,Head-to-Head,
294,30.0,Sat,2022-04-16,15:30,Freiburg,,,,Bochum,,Europa-Park Stadion,,Head-to-Head,
295,30.0,Sat,2022-04-16,15:30,Augsburg,,,,Hertha BSC,,WWK Arena,,Head-to-Head,
296,30.0,Sat,2022-04-16,18:30,M'Gladbach,,,,Köln,,Stadion im Borussia-Park,,Head-to-Head,
297,30.0,Sun,2022-04-17,15:30,Arminia,,,,Bayern Munich,,SchücoArena,,Head-to-Head,
298,30.0,Sun,2022-04-17,17:30,Union Berlin,,,,Eint Frankfurt,,Stadion An der Alten Försterei,,Head-to-Head,
299,30.0,Sun,2022-04-17,17:30,Hoffenheim,,,,Greuther Fürth,,PreZero Arena,,Head-to-Head,
300,30.0,Sun,2022-04-17,19:30,Leverkusen,,,,RB Leipzig,,BayArena,,Head-to-Head,
301,,,,,,,,,,,,,,
302,31.0,Fri,2022-04-22,20:30,Wolfsburg,,,,Mainz 05,,Volkswagen Arena,,Head-to-Head,
303,31.0,Sat,2022-04-23,15:30,Eint Frankfurt,,,,Hoffenheim,,Commerzbank-Arena,,Head-to-Head,
304,31.0,Sat,2022-04-23,15:30,Köln,,,,Arminia,,RheinEnergieSTADION,,Head-to-Head,
305,31.0,Sat,2022-04-23,15:30,Freiburg,,,,M'Gladbach,,Europa-Park Stadion,,Head-to-Head,
306,31.0,Sat,2022-04-23,15:30,RB Leipzig,,,,Union Berlin,,Red Bull Arena,,Head-to-Head,
307,31.0,Sat,2022-04-23,15:30,Greuther Fürth,,,,Leverkusen,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,
308,31.0,Sat,2022-04-23,18:30,Bayern Munich,,,,Dortmund,,Allianz Arena,,Head-to-Head,
309,31.0,Sun,2022-04-24,15:30,Bochum,,,,Augsburg,,Vonovia Ruhrstadion,,Head-to-Head,
310,31.0,Sun,2022-04-24,17:30,Hertha BSC,,,,Stuttgart,,Olympiastadion Berlin,,Head-to-Head,
311,,,,,,,,,,,,,,
312,32.0,Fri,2022-04-29,20:30,Union Berlin,,,,Greuther Fürth,,Stadion An der Alten Försterei,,Head-to-Head,
313,32.0,Sat,2022-04-30,15:30,Dortmund,,,,Bochum,,Signal Iduna Park,,Head-to-Head,
314,32.0,Sat,2022-04-30,15:30,Stuttgart,,,,Wolfsburg,,Mercedes-Benz Arena,,Head-to-Head,
315,32.0,Sat,2022-04-30,15:30,Arminia,,,,Hertha BSC,,SchücoArena,,Head-to-Head,
316,32.0,Sat,2022-04-30,15:30,Augsburg,,,,Köln,,WWK Arena,,Head-to-Head,
317,32.0,Sat,2022-04-30,15:30,Mainz 05,,,,Bayern Munich,,Opel Arena,,Head-to-Head,
318,32.0,Sat,2022-04-30,18:30,Hoffenheim,,,,Freiburg,,PreZero Arena,,Head-to-Head,
319,32.0,Mon,2022-05-02,20:30,M'Gladbach,,,,RB Leipzig,,Stadion im Borussia-Park,,Head-to-Head,
320,32.0,Mon,2022-05-02,20:30,Leverkusen,,,,Eint Frankfurt,,BayArena,,Head-to-Head,
321,,,,,,,,,,,,,,
322,33.0,Fri,2022-05-06,20:30,Bochum,,,,Arminia,,Vonovia Ruhrstadion,,Head-to-Head,
323,33.0,Sat,2022-05-07,15:30,Hoffenheim,,,,Leverkusen,,PreZero Arena,,Head-to-Head,
324,33.0,Sat,2022-05-07,15:30,Köln,,,,Wolfsburg,,RheinEnergieSTADION,,Head-to-Head,
325,33.0,Sat,2022-05-07,15:30,Greuther Fürth,,,,Dortmund,,Sportpark Ronhof Thomas Sommer,,Head-to-Head,
326,33.0,Sat,2022-05-07,15:30,Freiburg,,,,Union Berlin,,Europa-Park Stadion,,Head-to-Head,
327,33.0,Sat,2022-05-07,18:30,Hertha BSC,,,,Mainz 05,,Olympiastadion Berlin,,Head-to-Head,
328,33.0,Sun,2022-05-08,15:30,Eint Frankfurt,,,,M'Gladbach,,Commerzbank-Arena,,Head-to-Head,
329,33.0,Sun,2022-05-08,17:30,Bayern Munich,,,,Stuttgart,,Allianz Arena,,Head-to-Head,
330,33.0,Sun,2022-05-08,19:30,RB Leipzig,,,,Augsburg,,Red Bull Arena,,Head-to-Head,
331,,,,,,,,,,,,,,
332,34.0,Sat,2022-05-14,15:30,Wolfsburg,,,,Bayern Munich,,Volkswagen Arena,,Head-to-Head,
333,34.0,Sat,2022-05-14,15:30,Stuttgart,,,,Köln,,Mercedes-Benz Arena,,Head-to-Head,
334,34.0,Sat,2022-05-14,15:30,Leverkusen,,,,Freiburg,,BayArena,,Head-to-Head,
335,34.0,Sat,2022-05-14,15:30,Dortmund,,,,Hertha BSC,,Signal Iduna Park,,Head-to-Head,
336,34.0,Sat,2022-05-14,15:30,Mainz 05,,,,Eint Frankfurt,,Opel Arena,,Head-to-Head,
337,34.0,Sat,2022-05-14,15:30,M'Gladbach,,,,Hoffenheim,,Stadion im Borussia-Park,,Head-to-Head,
338,34.0,Sat,2022-05-14,15:30,Union Berlin,,,,Bochum,,Stadion An der Alten Försterei,,Head-to-Head,
339,34.0,Sat,2022-05-14,15:30,Augsburg,,,,Greuther Fürth,,WWK Arena,,Head-to-Head,
340,34.0,Sat,2022-05-14,15:30,Arminia,,,,RB Leipzig,,SchücoArena,,Head-to-Head,
