,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,player_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,week,year
1318,Kjell Scherpen,GK,Brighton,0.0,0,0,0,0,0.0,542,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,19,0,0,0,0,3,0,9670,0,2,0,0.0,0,-968,539,1507,40,False,0,3,2023
1319,Jack Stephens,DEF,Southampton,0.3,0,0,0,0,0.0,404,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,10,0,0,0,0,3,0,4985,0,2,1,0.0,0,-447,83,530,45,False,0,3,2023
1320,James McArthur,MID,Crystal Palace,0.0,0,0,0,0,0.0,154,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,2,0,0,0,0,3,0,895,0,1,3,0.0,0,-202,96,298,49,True,0,3,2023
1321,Wilfred Ndidi,MID,Leicester,2.0,0,0,21,0,3.0,265,0.0,0.0,0.0,0.0,26,2,0,2.4,18.8,2022-08-20T14:00:00Z,90,17,0,0,0,0,3,0,39049,0,2,1,2.0,2,1408,7152,5744,50,True,0,3,2023
1322,Ederson Santana de Moraes,GK,Man City,5.7,0,0,15,0,0.0,307,0.0,0.0,0.0,0.0,28,3,0,2.0,19.6,2022-08-21T15:30:00Z,90,15,0,0,0,0,3,2,1753816,0,3,3,0.0,1,71113,179995,108882,55,False,0,3,2023
1323,Angelo Ogbonna,DEF,West Ham,0.0,0,0,0,0,0.0,456,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,5,0,0,0,0,3,0,5434,0,2,0,0.0,0,-924,87,1011,45,True,0,3,2023
1324,Jarrod Bowen,MID,West Ham,2.0,0,0,5,0,17.4,465,0.0,0.0,0.0,0.0,30,2,0,6.2,12.8,2022-08-21T13:00:00Z,90,5,0,0,0,0,3,0,475511,0,2,0,32.0,2,-108870,18826,127696,84,True,0,3,2023
1325,Matija Å arkiÄ,GK,Wolves,-0.5,0,0,0,0,0.0,492,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,18,0,0,0,0,3,0,204018,0,0,1,0.0,0,-3693,5774,9467,40,False,0,3,2023
1326,Malang Sarr,DEF,Chelsea,0.0,0,0,0,0,0.0,143,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,11,0,0,0,0,3,0,7068,0,0,3,0.0,0,-4721,0,4721,50,False,0,3,2023
1327,Anthony Knockaert,MID,Fulham,-0.5,0,0,0,0,0.0,202,0.0,0.0,0.0,0.0,24,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,4,0,0,0,0,3,0,3910,0,2,3,0.0,0,-572,267,839,49,True,0,3,2023
1328,Joe Rodon,DEF,Spurs,0.0,0,0,0,0,0.0,442,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,20,0,0,0,0,3,0,7518,0,0,1,0.0,0,-1383,0,1383,40,True,0,3,2023
1329,Anthony Martial,FWD,Man Utd,0.6,1,0,19,0,24.0,345,0.0,0.0,0.0,0.0,27,1,0,5.4,24.4,2022-08-22T19:00:00Z,45,12,0,0,0,0,3,0,70663,0,1,2,6.0,4,-30600,1898,32498,69,True,0,3,2023
1330,Ben Davies,DEF,Liverpool,0.0,0,0,0,0,0.0,499,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,14,0,0,0,0,3,0,686,0,1,2,0.0,0,-99,0,99,40,False,0,3,2023
1331,Jan Bednarek,DEF,Southampton,0.3,0,0,0,0,0.0,410,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,10,0,0,0,0,3,0,39620,0,2,1,0.0,0,-3707,733,4440,45,False,0,3,2023
1332,Bryan Mbeumo,FWD,Brentford,3.8,0,0,16,0,42.4,95,0.0,0.0,0.0,0.0,24,3,0,9.6,13.4,2022-08-20T14:00:00Z,90,9,0,0,0,0,3,0,290227,0,2,3,40.0,2,66071,104377,38306,60,False,0,3,2023
1333,Naby Keita,MID,Liverpool,0.5,0,0,0,0,0.0,287,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,14,0,0,0,0,3,0,12931,0,1,2,0.0,0,2286,5340,3054,49,False,0,3,2023
1334,Archie Gray,MID,Leeds,-1.0,0,0,0,0,0.0,565,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,6,0,0,0,0,3,0,5270,0,0,3,0.0,0,731,1914,1183,45,True,0,3,2023
1335,Amadou Onana,MID,Everton,2.5,0,0,0,0,0.6,577,0.0,0.0,0.0,0.0,23,1,0,0.1,0.0,2022-08-20T14:00:00Z,33,16,0,0,0,0,3,0,24121,0,1,1,1.0,0,18821,22731,3910,50,True,1,3,2023
1336,Amad Diallo,MID,Man Utd,-0.5,0,0,0,0,0.0,550,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,12,0,0,0,0,3,0,14024,0,1,2,0.0,0,-1501,1217,2718,45,True,0,3,2023
1337,Billy Gilmour,MID,Chelsea,1.0,0,0,0,0,0.0,149,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,11,0,0,0,0,3,0,47482,0,0,3,0.0,0,-6396,1514,7910,45,False,0,3,2023
1338,Marcus Rashford,MID,Man Utd,3.8,0,3,28,0,0.8,335,0.0,0.0,0.0,0.0,27,1,1,11.3,36.0,2022-08-22T19:00:00Z,85,12,0,0,0,0,3,0,442943,0,1,2,76.0,10,-457103,15447,472550,63,True,0,3,2023
1339,JuliÃ¡n Ãlvarez,FWD,Man City,1.7,0,0,0,0,0.0,319,0.0,0.0,0.0,0.0,28,0,0,0.0,0.0,2022-08-21T15:30:00Z,0,15,0,0,0,0,3,0,162796,0,3,3,0.0,0,-54243,8377,62620,63,False,0,3,2023
1340,Mateusz Lis,GK,Southampton,0.0,0,0,0,0,0.0,421,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,10,0,0,0,0,3,0,30470,0,2,1,0.0,0,-897,822,1719,40,False,0,3,2023
1341,Takehiro Tomiyasu,DEF,Arsenal,1.3,0,0,5,0,0.4,14,0.0,0.0,0.0,0.0,21,0,0,0.4,3.8,2022-08-20T16:30:00Z,15,3,0,0,0,0,3,0,109497,0,3,0,0.0,1,-17045,6225,23270,44,False,0,3,2023
1342,Emil Krafth,DEF,Newcastle,-0.2,0,0,3,0,0.0,364,0.0,0.0,0.0,0.0,28,0,0,0.0,0.0,2022-08-21T15:30:00Z,1,13,0,0,0,0,3,0,3978,0,3,3,0.0,1,-1175,24,1199,44,True,0,3,2023
1343,John Stones,DEF,Man City,1.3,0,0,10,0,1.9,302,0.0,0.0,0.0,0.0,28,3,0,0.8,5.6,2022-08-21T15:30:00Z,90,15,0,0,0,0,3,0,203136,0,3,3,0.0,0,-31282,3385,34667,54,False,1,3,2023
1344,Lucas Digne,DEF,Aston Villa,0.3,0,0,16,0,34.3,33,0.0,0.0,0.0,0.0,22,3,0,7.0,17.8,2022-08-20T14:00:00Z,90,7,0,0,0,0,3,0,302421,0,1,3,18.0,1,-74018,15762,89780,49,False,0,3,2023
1345,Shandon Baptiste,MID,Brentford,1.5,0,0,7,0,10.8,94,0.0,0.0,0.0,0.0,24,1,0,3.6,7.6,2022-08-20T14:00:00Z,16,9,0,0,0,0,3,0,34388,0,2,3,18.0,1,3009,8099,5090,45,False,0,3,2023
1346,Nathan AkÃ©,DEF,Man City,5.7,0,0,3,0,0.0,308,0.0,0.0,0.0,0.0,28,0,0,0.1,1.4,2022-08-21T15:30:00Z,20,15,0,0,0,0,3,0,224357,0,3,3,0.0,1,66989,98638,31649,50,False,0,3,2023
1347,Bukayo Saka,MID,Arsenal,4.7,0,0,12,1,29.9,13,0.0,0.0,0.0,0.0,21,0,0,5.0,12.0,2022-08-20T16:30:00Z,87,3,0,0,0,0,3,0,1658605,0,3,0,8.0,3,-310888,67472,378360,80,False,0,3,2023
1348,Lloyd Kelly,DEF,Bournemouth,3.3,0,0,13,0,14.7,73,0.0,0.0,0.0,0.0,21,3,0,3.8,23.0,2022-08-20T16:30:00Z,90,1,0,0,0,0,3,0,137690,0,3,0,0.0,1,-14221,16429,30650,45,True,0,3,2023
1349,Trent Alexander-Arnold,DEF,Liverpool,1.8,0,0,12,0,42.7,285,0.0,0.0,0.0,0.0,27,2,0,6.2,13.8,2022-08-22T19:00:00Z,90,14,0,0,0,0,3,0,4817953,0,1,2,5.0,0,-246992,91592,338584,75,False,1,3,2023
1350,Kiernan Dewsbury-Hall,MID,Leicester,4.7,0,0,13,0,17.6,266,0.0,0.0,0.0,0.0,26,2,0,4.9,21.6,2022-08-20T14:00:00Z,90,17,0,0,0,0,3,0,248415,0,2,1,10.0,2,61981,106904,44923,50,True,0,3,2023
1351,Mohamed Salah,MID,Liverpool,7.8,0,1,23,0,45.1,283,0.0,0.0,0.0,0.0,27,2,1,15.6,44.0,2022-08-22T19:00:00Z,90,14,0,0,0,0,3,0,5661806,0,1,2,67.0,8,-84176,135020,219196,130,False,0,3,2023
1352,Ross Barkley,MID,Chelsea,1.0,0,0,0,0,0.0,131,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,11,0,0,0,0,3,0,5983,0,0,3,0.0,0,-314,765,1079,50,False,0,3,2023
1353,Thomas Partey,MID,Arsenal,3.7,0,0,13,1,3.8,6,0.0,0.0,0.0,0.0,21,0,0,1.7,13.2,2022-08-20T16:30:00Z,90,3,0,0,0,0,3,0,61170,0,3,0,0.0,3,-5523,8704,14227,50,False,0,3,2023
1354,Gavin Bazunu,GK,Southampton,1.7,0,0,9,0,0.0,422,0.0,0.0,0.0,0.0,26,1,0,0.3,3.4,2022-08-20T14:00:00Z,90,10,0,0,0,0,3,0,62050,0,2,1,0.0,2,-3354,1629,4983,45,False,0,3,2023
1355,Alex Smithies,GK,Leicester,1.0,0,0,0,0,0.0,581,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,17,0,0,0,0,3,0,2125,0,2,1,0.0,0,1260,1815,555,40,True,0,3,2023
1356,Cameron Archer,FWD,Aston Villa,0.3,0,0,0,0,0.0,54,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,7,0,0,0,0,3,0,661885,0,1,3,0.0,0,-21979,45781,67760,45,False,0,3,2023
1357,AndrÃ© Tavares Gomes,MID,Everton,0.0,0,0,0,0,0.0,184,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,16,0,0,0,0,3,0,13778,0,1,1,0.0,0,-2397,351,2748,45,True,0,3,2023
1358,Lyanco Silveira Neves Vojnovic,DEF,Southampton,0.3,0,0,4,0,0.0,413,0.0,0.0,0.0,0.0,26,0,0,0.3,3.0,2022-08-20T14:00:00Z,2,10,0,0,0,0,3,0,3560,0,2,1,0.0,1,-421,44,465,45,False,0,3,2023
1359,Thomas Strakosha,GK,Brentford,0.5,0,0,0,0,0.0,517,0.0,0.0,0.0,0.0,24,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,9,0,0,0,0,3,0,19305,0,2,3,0.0,0,-1849,496,2345,45,False,0,3,2023
1360,Ben Chilwell,DEF,Chelsea,4.3,0,0,3,0,1.0,139,0.0,0.0,0.0,0.0,25,0,0,0.5,1.6,2022-08-21T13:00:00Z,13,11,0,0,0,0,3,0,336139,0,0,3,2.0,1,-89693,21054,110747,60,False,0,3,2023
1361,Lewis Dunk,DEF,Brighton,5.0,0,0,26,1,0.2,106,0.0,0.0,0.0,0.0,30,0,0,2.6,25.4,2022-08-21T13:00:00Z,90,19,0,0,0,0,3,0,242328,0,2,0,0.0,6,35452,58819,23367,45,False,0,3,2023
1362,Alfie Devine,MID,Spurs,0.5,0,0,0,0,0.0,452,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,20,0,0,0,0,3,0,9604,0,0,1,0.0,0,-465,1041,1506,45,True,0,3,2023
1363,Giulian Biancone,DEF,Nott'm Forest,-0.5,0,0,0,0,0.0,399,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,8,0,0,0,0,3,0,6673,0,1,1,0.0,0,-605,424,1029,45,False,0,3,2023
1364,Dennis Praet,MID,Leicester,0.3,0,0,0,0,0.0,549,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,17,0,0,0,0,3,0,1915,0,2,1,0.0,0,-150,151,301,50,True,0,3,2023
1365,William Saliba,DEF,Arsenal,8.0,0,2,39,1,0.8,26,0.0,0.0,0.0,0.0,21,0,1,6.8,50.4,2022-08-20T16:30:00Z,90,3,0,0,0,0,3,0,521329,0,3,0,17.0,14,6206,95924,89718,45,False,0,3,2023
1366,Haydon Roberts,DEF,Brighton,0.0,0,0,0,0,0.0,122,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,19,0,0,0,0,3,0,757,0,2,0,0.0,0,-93,0,93,40,False,0,3,2023
1367,Craig Dawson,DEF,West Ham,0.0,0,0,0,0,0.0,459,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,5,0,0,0,0,3,0,25397,0,2,0,0.0,0,-7390,174,7564,49,True,0,3,2023
1368,Bryan Gil Salvatierra,MID,Spurs,0.5,0,0,0,0,0.0,554,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,20,0,0,0,0,3,0,2548,0,0,1,0.0,0,-159,287,446,50,True,0,3,2023
1369,Emiliano BuendÃ­a Stati,MID,Aston Villa,3.7,0,0,4,0,1.8,42,0.0,0.0,0.0,0.0,22,3,0,2.6,9.0,2022-08-20T14:00:00Z,72,7,0,0,0,0,3,0,72351,0,1,3,15.0,2,22611,32144,9533,60,False,0,3,2023
1370,Nathan Ferguson,DEF,Crystal Palace,0.0,0,0,0,0,0.0,174,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,2,0,0,0,0,3,0,20328,0,1,3,0.0,0,-5573,148,5721,40,True,0,3,2023
1371,Son Heung-min,MID,Spurs,3.8,0,0,-2,1,5.8,428,0.0,0.0,0.0,0.0,29,0,0,3.5,0.0,2022-08-20T11:30:00Z,75,20,0,0,0,0,3,0,1709937,0,0,1,31.0,3,-218263,73460,291723,119,True,0,3,2023
1372,Aaron Ramsdale,GK,Arsenal,5.3,0,0,20,1,0.0,15,0.0,0.0,0.0,0.0,21,0,0,0.8,7.6,2022-08-20T16:30:00Z,90,3,0,0,0,0,3,1,1366505,0,3,0,0.0,6,-61359,88334,149693,50,False,0,3,2023
1373,Tyrick Mitchell,DEF,Crystal Palace,3.0,1,1,29,0,37.0,170,0.0,0.0,0.0,0.0,22,1,0,7.1,34.4,2022-08-20T14:00:00Z,90,2,0,0,0,0,3,0,83765,0,1,3,0.0,6,-1000,6201,7201,45,True,0,3,2023
1374,Max Kilman,DEF,Wolves,2.8,0,0,16,0,0.8,484,0.0,0.0,0.0,0.0,29,1,0,2.7,22.0,2022-08-20T11:30:00Z,90,18,0,0,0,0,3,0,73247,0,0,1,4.0,2,-802,5502,6304,45,False,0,3,2023
1375,Liam Delap,FWD,Man City,1.0,0,0,0,0,0.0,323,0.0,0.0,0.0,0.0,28,0,0,0.0,0.0,2022-08-21T15:30:00Z,0,15,0,0,0,0,3,0,56359,0,3,3,0.0,0,-6270,4977,11247,45,False,0,3,2023
1376,Dwight McNeil,MID,Everton,2.2,0,0,4,0,2.9,534,0.0,0.0,0.0,0.0,23,1,0,2.4,0.6,2022-08-20T14:00:00Z,33,16,0,0,0,0,3,0,29498,0,1,1,20.0,1,-5419,2318,7737,55,True,0,3,2023
1377,Harvey Davies,GK,Liverpool,1.5,0,0,0,0,0.0,592,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,14,0,0,0,0,3,0,0,0,1,2,0.0,0,0,0,0,40,False,0,3,2023
1378,N'Golo KantÃ©,MID,Chelsea,0.0,0,0,0,0,0.0,134,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,11,0,0,0,0,3,0,295814,0,0,3,0.0,0,-118850,24637,143487,50,False,0,3,2023
1379,Harry Toffolo,DEF,Nott'm Forest,2.8,0,0,15,0,16.1,523,0.0,0.0,0.0,0.0,23,1,0,3.9,15.2,2022-08-20T14:00:00Z,90,8,0,0,0,0,3,0,14991,0,1,1,8.0,2,4351,5562,1211,45,False,0,3,2023
1380,Jefferson Lerma SolÃ­s,MID,Bournemouth,3.0,0,0,13,0,2.3,64,0.0,0.0,0.0,0.0,21,3,0,1.6,8.4,2022-08-20T16:30:00Z,90,1,0,0,0,0,3,0,106121,0,3,0,5.0,2,-23920,12600,36520,50,True,0,3,2023
1381,Ezri Konsa Ngoyo,DEF,Aston Villa,1.0,0,0,13,0,0.8,44,0.0,0.0,0.0,0.0,22,3,0,2.2,19.2,2022-08-20T14:00:00Z,90,7,0,0,0,0,3,0,26262,0,1,3,2.0,1,-3234,1607,4841,45,False,0,3,2023
1382,Chris Mepham,DEF,Bournemouth,1.3,0,0,10,0,0.6,71,0.0,0.0,0.0,0.0,21,3,0,3.6,18.0,2022-08-20T16:30:00Z,90,1,0,0,0,0,3,0,11282,0,3,0,17.0,1,-1762,406,2168,45,True,0,3,2023
1383,Willy Caballero,GK,Southampton,0.0,0,0,0,0,0.0,424,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,10,0,0,0,0,3,0,109847,0,2,1,0.0,0,-2822,2284,5106,40,False,0,3,2023
1384,Alex Mighten,MID,Nott'm Forest,-0.2,0,0,0,0,0.0,395,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,8,0,0,0,0,3,0,2509,0,1,1,0.0,0,-320,218,538,49,False,0,3,2023
1385,Keinan Davis,FWD,Aston Villa,0.0,0,0,0,0,0.0,52,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,7,0,0,0,0,3,0,8392,0,1,3,0.0,0,-3283,172,3455,54,False,0,3,2023
1386,Robin Olsen,GK,Aston Villa,0.0,0,0,0,0,0.0,35,0.0,0.0,0.0,0.0,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,7,0,0,0,0,3,0,182301,0,1,3,0.0,0,-3326,6710,10036,40,False,0,3,2023
1387,Josh Dasilva,MID,Brentford,5.5,0,0,2,0,1.6,83,0.0,0.0,0.0,0.0,24,2,0,0.7,1.2,2022-08-20T14:00:00Z,73,9,0,0,0,0,3,0,1086860,0,2,3,4.0,1,721012,800317,79305,46,False,1,3,2023
1388,Roberto Firmino,FWD,Liverpool,1.5,0,0,12,0,15.1,279,0.0,0.0,0.0,0.0,27,2,0,5.7,16.4,2022-08-22T19:00:00Z,90,14,0,0,0,0,3,0,116439,0,1,2,25.0,2,-2878,26247,29125,80,False,0,3,2023
1389,Thiago AlcÃ¡ntara do Nascimento,MID,Liverpool,0.0,0,0,0,0,0.0,277,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,14,0,0,0,0,3,0,70596,0,1,2,0.0,0,-39841,1384,41225,53,False,0,3,2023
1390,JoÃ£o Palhinha GonÃ§alves,MID,Fulham,2.8,0,0,23,0,1.0,220,0.0,0.0,0.0,0.0,24,2,1,6.4,45.6,2022-08-20T14:00:00Z,90,4,0,0,0,0,3,0,24006,0,2,3,17.0,6,-98,3928,4026,50,True,1,3,2023
1391,Matt Clarke,DEF,Brighton,0.0,0,0,0,0,0.0,543,0.0,0.0,0.0,0.0,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,19,0,0,0,0,3,0,27536,0,2,0,0.0,0,484,3944,3460,40,False,0,3,2023
1392,Kieran Trippier,DEF,Newcastle,5.7,0,0,18,0,13.2,357,0.0,0.0,0.0,0.0,28,3,1,6.8,48.0,2022-08-21T15:30:00Z,90,13,0,0,0,0,3,0,1948727,0,3,3,7.0,6,-1124,229205,230329,50,True,1,3,2023
1393,Moussa NiakhatÃ©,DEF,Nott'm Forest,0.9,0,0,0,0,0.0,507,0.0,0.0,0.0,0.0,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,8,0,0,0,0,3,0,12630,0,1,1,0.0,0,-1574,1140,2714,45,False,0,3,2023
1394,Bernd Leno,GK,Fulham,0.2,0,0,15,0,0.0,2,0.0,0.0,0.0,0.0,24,2,0,2.6,25.8,2022-08-20T14:00:00Z,90,4,0,0,0,0,3,3,121123,0,2,3,0.0,2,-13340,3510,16850,45,True,0,3,2023
1395,Kyle Walker-Peters,DEF,Southampton,3.0,0,0,9,0,31.4,409,0.0,0.0,0.0,0.0,26,1,0,5.0,13.0,2022-08-20T14:00:00Z,90,10,0,0,0,0,3,0,118330,0,2,1,6.0,2,8258,15565,7307,45,False,0,3,2023
1396,Joe Rothwell,MID,Bournemouth,0.0,0,0,0,0,0.0,505,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2022-08-20T16:30:00Z,0,1,0,0,0,0,3,0,542,0,3,0,0.0,0,-124,18,142,50,True,0,3,2023
1397,Nuno Varela Tavares,DEF,Arsenal,0.0,0,0,0,0,0.0,17,0.0,0.0,0.0,0.0,21,0,0,0.0,0.0,2022-08-20T16:30:00Z,0,3,0,0,0,0,3,0,1375,0,3,0,0.0,0,-405,0,405,45,False,0,3,2023
1398,Daniel Iversen,GK,Leicester,0.0,0,0,0,0,0.0,548,0.0,0.0,0.0,0.0,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,17,0,0,0,0,3,0,225143,0,2,1,0.0,0,-25816,8993,34809,40,True,0,3,2023
1399,Steven Bergwijn,MID,Spurs,0.0,0,0,0,0,0.0,437,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,20,0,0,0,0,3,0,221,0,0,1,0.0,0,-38,0,38,55,True,0,3,2023
1400,Saman Ghoddos,MID,Brentford,0.8,0,0,3,0,0.0,87,0.0,0.0,0.0,0.0,24,1,0,0.0,0.0,2022-08-20T14:00:00Z,7,9,0,0,0,0,3,0,2408,0,2,3,0.0,1,-125,333,458,50,False,0,3,2023
1401,Connor Ronan,MID,Wolves,-0.5,0,0,0,0,0.0,567,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,18,0,0,0,0,3,0,7972,0,0,1,0.0,0,1212,3057,1845,45,False,0,3,2023
1402,Aymeric Laporte,DEF,Man City,0.0,0,0,0,0,0.0,309,0.0,0.0,0.0,0.0,28,0,0,0.0,0.0,2022-08-21T15:30:00Z,0,15,0,0,0,0,3,0,35680,0,3,3,0.0,0,-9107,291,9398,59,False,0,3,2023
1403,Joelinton CÃ¡ssio ApolinÃ¡rio de Lira,MID,Newcastle,2.0,0,0,9,0,22.0,371,0.0,0.0,0.0,0.0,28,3,0,4.7,20.8,2022-08-21T15:30:00Z,90,13,0,0,0,0,3,0,68717,0,3,3,4.0,1,-10528,5823,16351,60,True,1,3,2023
1404,Joseph Hodge,MID,Wolves,-0.5,0,0,0,0,0.0,566,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,18,0,0,0,0,3,0,3449,0,0,1,0.0,0,456,1297,841,45,False,0,3,2023
1405,Alex Iwobi,MID,Everton,2.2,0,0,13,0,46.9,186,0.0,0.0,0.0,0.0,23,1,0,6.6,16.4,2022-08-20T14:00:00Z,90,16,0,0,0,0,3,0,22529,0,1,1,3.0,1,1466,5199,3733,55,True,1,3,2023
1406,Adam Forshaw,MID,Leeds,-0.3,0,0,3,0,0.4,224,0.0,0.0,0.0,0.0,25,0,0,0.1,0.8,2022-08-21T13:00:00Z,29,6,0,0,0,0,3,0,6276,0,0,3,0.0,1,353,1120,767,45,True,0,3,2023
1407,Ben Pearson,MID,Bournemouth,0.7,0,0,0,0,0.3,68,0.0,0.0,0.0,0.0,21,2,0,0.1,0.8,2022-08-20T16:30:00Z,45,1,0,0,0,0,3,0,59240,0,3,0,0.0,1,18338,31808,13470,45,True,0,3,2023
1408,Joel Matip,DEF,Liverpool,0.0,0,0,0,0,0.0,276,0.0,0.0,0.0,0.0,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,14,0,0,0,0,3,0,128522,0,1,2,0.0,0,-86977,696,87673,59,False,0,3,2023
1409,Sven Botman,DEF,Newcastle,2.0,0,0,12,0,10.4,377,0.0,0.0,0.0,0.0,28,3,0,2.5,8.6,2022-08-21T15:30:00Z,90,13,0,0,0,0,3,0,193303,0,3,3,6.0,1,-1829,15100,16929,45,True,0,3,2023
1410,SaÃ¯d Benrahma,MID,West Ham,1.7,0,0,6,0,2.1,464,0.0,0.0,0.0,0.0,30,2,0,2.7,2.0,2022-08-21T13:00:00Z,74,5,0,0,0,0,3,0,193031,0,2,0,23.0,2,3807,42053,38246,60,True,0,3,2023
1411,Fabio Henrique Tavares,MID,Liverpool,1.8,0,0,4,0,0.7,282,0.0,0.0,0.0,0.0,27,0,0,2.4,5.8,2022-08-22T19:00:00Z,31,14,0,0,0,0,3,0,106741,0,1,2,17.0,1,-1155,15814,16969,55,False,0,3,2023
1412,Hakim Ziyech,MID,Chelsea,1.3,0,0,6,0,21.7,135,0.0,0.0,0.0,0.0,25,1,0,4.3,5.4,2022-08-21T13:00:00Z,26,11,0,0,0,0,3,0,36212,0,0,3,16.0,1,-7432,3610,11042,58,False,0,3,2023
1413,Robert Kenedy Nunes do Nascimento,DEF,Chelsea,1.0,0,0,0,0,0.0,138,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,11,0,0,0,0,3,0,34692,0,0,3,0.0,0,-2686,2206,4892,40,False,0,3,2023
1414,Willy Boly,DEF,Wolves,-0.5,0,0,0,0,0.0,474,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,18,0,0,0,0,3,0,23756,0,0,1,0.0,0,-3499,897,4396,44,False,0,3,2023
1415,Tomas Soucek,MID,West Ham,2.0,0,0,11,0,1.6,468,0.0,0.0,0.0,0.0,30,2,0,7.5,17.8,2022-08-21T13:00:00Z,90,5,0,0,0,0,3,0,145036,0,2,0,56.0,2,-13872,7678,21550,55,True,0,3,2023
1416,Leo Fuhr Hjelde,DEF,Leeds,-1.0,0,0,0,0,0.0,243,0.0,0.0,0.0,0.0,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,6,0,0,0,0,3,0,19473,0,0,3,0.0,0,-1229,905,2134,40,True,0,3,2023
1417,Mads Roerslev Rasmussen,DEF,Brentford,2.5,0,0,0,0,0.0,90,0.0,0.0,0.0,0.0,24,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,9,0,0,0,0,3,0,5372,0,2,3,0.0,0,163,557,394,45,False,0,3,2023
1418,Wilfried Zaha,MID,Crystal Palace,7.0,0,3,39,0,34.8,160,0.0,0.0,0.0,0.0,22,1,2,15.8,78.0,2022-08-20T14:00:00Z,81,2,0,1,0,0,3,0,790925,0,1,3,45.0,12,127651,195201,67550,70,True,1,3,2023
