,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Spread,home_odds,away_odds,Opening Spread,inter_spread_1,inter_spread_2,inter_spread_3
333,34,Sun,2023-05-06,,Roma,,,,Inter,,,,Head-to-Head,0.25,,,0.25,,,
334,34,Sun,2023-05-07,,Napoli,,,,Fiorentina,,,,Head-to-Head,-0.75,,,-0.75,,,
335,34,Sun,2023-05-07,,Lecce,,,,Hellas Verona,,,,Head-to-Head,-0.25,,,-0.25,,,
336,34,Sun,2023-05-06,,Milan,,,,Lazio,,,,Head-to-Head,-0.5,,,-0.5,,,
337,34,Sun,2023-05-08,,Sassuolo,,,,Bologna,,,,Head-to-Head,-0.25,,,-0.25,,,
338,34,Sun,2023-05-07,,Torino,,,,Monza,,,,Head-to-Head,-0.5,,,-0.5,,,
339,34,Sun,2023-05-07,,Atalanta,,,,Juventus,,,,Head-to-Head,-0.25,,,-0.25,,,
340,35,Sun,2023-05-14,,Inter,,,,Sassuolo,,,,Head-to-Head,,,,,,,
341,35,Sun,2023-05-14,,Hellas Verona,,,,Torino,,,,Head-to-Head,,,,,,,
342,35,Sun,2023-05-14,,Salernitana,,,,Atalanta,,,,Head-to-Head,,,,,,,
343,35,Sun,2023-05-14,,Spezia,,,,Milan,,,,Head-to-Head,,,,,,,
344,35,Sun,2023-05-14,,Juventus,,,,Cremonese,,,,Head-to-Head,,,,,,,
345,35,Sun,2023-05-14,,Fiorentina,,,,Udinese,,,,Head-to-Head,,,,,,,
346,35,Sun,2023-05-14,,Monza,,,,Napoli,,,,Head-to-Head,,,,,,,
347,35,Sun,2023-05-14,,Sampdoria,,,,Empoli,,,,Head-to-Head,,,,,,,
348,35,Sun,2023-05-14,,Bologna,,,,Roma,,,,Head-to-Head,,,,,,,
349,35,Sun,2023-05-14,,Lazio,,,,Lecce,,,,Head-to-Head,,,,,,,
350,36,Sun,2023-05-21,,Lecce,,,,Spezia,,,,Head-to-Head,,,,,,,
351,36,Sun,2023-05-21,,Sassuolo,,,,Monza,,,,Head-to-Head,,,,,,,
352,36,Sun,2023-05-21,,Udinese,,,,Lazio,,,,Head-to-Head,,,,,,,
353,36,Sun,2023-05-21,,Empoli,,,,Juventus,,,,Head-to-Head,,,,,,,
354,36,Sun,2023-05-21,,Roma,,,,Salernitana,,,,Head-to-Head,,,,,,,
355,36,Sun,2023-05-21,,Milan,,,,Sampdoria,,,,Head-to-Head,,,,,,,
356,36,Sun,2023-05-21,,Cremonese,,,,Bologna,,,,Head-to-Head,,,,,,,
357,36,Sun,2023-05-21,,Torino,,,,Fiorentina,,,,Head-to-Head,,,,,,,
358,36,Sun,2023-05-21,,Napoli,,,,Inter,,,,Head-to-Head,,,,,,,
359,36,Sun,2023-05-21,,Atalanta,,,,Hellas Verona,,,,Head-to-Head,,,,,,,
360,37,Sun,2023-05-28,,Bologna,,,,Napoli,,,,Head-to-Head,,,,,,,
361,37,Sun,2023-05-28,,Juventus,,,,Milan,,,,Head-to-Head,,,,,,,
362,37,Sun,2023-05-28,,Lazio,,,,Cremonese,,,,Head-to-Head,,,,,,,
363,37,Sun,2023-05-28,,Inter,,,,Atalanta,,,,Head-to-Head,,,,,,,
364,37,Sun,2023-05-28,,Spezia,,,,Torino,,,,Head-to-Head,,,,,,,
365,37,Sun,2023-05-28,,Hellas Verona,,,,Empoli,,,,Head-to-Head,,,,,,,
366,37,Sun,2023-05-28,,Monza,,,,Lecce,,,,Head-to-Head,,,,,,,
367,37,Sun,2023-05-28,,Salernitana,,,,Udinese,,,,Head-to-Head,,,,,,,
368,37,Sun,2023-05-28,,Fiorentina,,,,Roma,,,,Head-to-Head,,,,,,,
369,37,Sun,2023-05-28,,Sampdoria,,,,Sassuolo,,,,Head-to-Head,,,,,,,
370,38,Sun,2023-06-04,,Atalanta,,,,Monza,,,,Head-to-Head,,,,,,,
371,38,Sun,2023-06-04,,Milan,,,,Hellas Verona,,,,Head-to-Head,,,,,,,
372,38,Sun,2023-06-04,,Torino,,,,Inter,,,,Head-to-Head,,,,,,,
373,38,Sun,2023-06-04,,Cremonese,,,,Salernitana,,,,Head-to-Head,,,,,,,
374,38,Sun,2023-06-04,,Udinese,,,,Juventus,,,,Head-to-Head,,,,,,,
375,38,Sun,2023-06-04,,Lecce,,,,Bologna,,,,Head-to-Head,,,,,,,
376,38,Sun,2023-06-04,,Sassuolo,,,,Fiorentina,,,,Head-to-Head,,,,,,,
377,38,Sun,2023-06-04,,Roma,,,,Spezia,,,,Head-to-Head,,,,,,,
378,38,Sun,2023-06-04,,Napoli,,,,Sampdoria,,,,Head-to-Head,,,,,,,
379,38,Sun,2023-06-04,,Empoli,,,,Lazio,,,,Head-to-Head,,,,,,,
