,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
255,26.0,Sat,2023-04-01,,Schalke 04,,,,Leverkusen,,Veltins-Arena,,Head-to-Head,
256,26.0,Sat,2023-04-01,,Bayern Munich,,,,Dortmund,,Allianz Arena,,Head-to-Head,
257,26.0,Sat,2023-04-01,,Eint Frankfurt,,,,Bochum,,Commerzbank-Arena,,Head-to-Head,
258,26.0,Sat,2023-04-01,,Union Berlin,,,,Stuttgart,,Stadion An der Alten Försterei,,Head-to-Head,
259,,,,,,,,,,,,,,
260,27.0,Sat,2023-04-08,,Hoffenheim,,,,Schalke 04,,PreZero Arena,,Head-to-Head,
261,27.0,Sat,2023-04-08,,Hertha BSC,,,,RB Leipzig,,Olympiastadion Berlin,,Head-to-Head,
262,27.0,Sat,2023-04-08,,Mainz 05,,,,Werder Bremen,,Opel Arena,,Head-to-Head,
263,27.0,Sat,2023-04-08,,Dortmund,,,,Union Berlin,,Signal Iduna Park,,Head-to-Head,
264,27.0,Sat,2023-04-08,,Augsburg,,,,Köln,,WWK Arena,,Head-to-Head,
265,27.0,Sat,2023-04-08,,Leverkusen,,,,Eint Frankfurt,,BayArena,,Head-to-Head,
266,27.0,Sat,2023-04-08,,M'Gladbach,,,,Wolfsburg,,Stadion im Borussia-Park,,Head-to-Head,
267,27.0,Sat,2023-04-08,,Freiburg,,,,Bayern Munich,,Europa-Park Stadion,,Head-to-Head,
268,27.0,Sat,2023-04-08,,Bochum,,,,Stuttgart,,Vonovia Ruhrstadion,,Head-to-Head,
269,,,,,,,,,,,,,,
270,28.0,Sat,2023-04-15,,Union Berlin,,,,Bochum,,Stadion An der Alten Försterei,,Head-to-Head,
271,28.0,Sat,2023-04-15,,Bayern Munich,,,,Hoffenheim,,Allianz Arena,,Head-to-Head,
272,28.0,Sat,2023-04-15,,Wolfsburg,,,,Leverkusen,,Volkswagen Arena,,Head-to-Head,
273,28.0,Sat,2023-04-15,,Eint Frankfurt,,,,M'Gladbach,,Commerzbank-Arena,,Head-to-Head,
274,28.0,Sat,2023-04-15,,Köln,,,,Mainz 05,,RheinEnergieSTADION,,Head-to-Head,
275,28.0,Sat,2023-04-15,,Stuttgart,,,,Dortmund,,Mercedes-Benz Arena,,Head-to-Head,
276,28.0,Sat,2023-04-15,,RB Leipzig,,,,Augsburg,,Red Bull Arena,,Head-to-Head,
277,28.0,Sat,2023-04-15,,Schalke 04,,,,Hertha BSC,,Veltins-Arena,,Head-to-Head,
278,28.0,Sat,2023-04-15,,Werder Bremen,,,,Freiburg,,Weserstadion,,Head-to-Head,
279,,,,,,,,,,,,,,
280,29.0,Sat,2023-04-22,,Augsburg,,,,Stuttgart,,WWK Arena,,Head-to-Head,
281,29.0,Sat,2023-04-22,,Dortmund,,,,Eint Frankfurt,,Signal Iduna Park,,Head-to-Head,
282,29.0,Sat,2023-04-22,,Leverkusen,,,,RB Leipzig,,BayArena,,Head-to-Head,
283,29.0,Sat,2023-04-22,,Bochum,,,,Wolfsburg,,Vonovia Ruhrstadion,,Head-to-Head,
284,29.0,Sat,2023-04-22,,Freiburg,,,,Schalke 04,,Europa-Park Stadion,,Head-to-Head,
285,29.0,Sat,2023-04-22,,Hoffenheim,,,,Köln,,PreZero Arena,,Head-to-Head,
286,29.0,Sat,2023-04-22,,M'Gladbach,,,,Union Berlin,,Stadion im Borussia-Park,,Head-to-Head,
287,29.0,Sat,2023-04-22,,Hertha BSC,,,,Werder Bremen,,Olympiastadion Berlin,,Head-to-Head,
288,29.0,Sat,2023-04-22,,Mainz 05,,,,Bayern Munich,,Opel Arena,,Head-to-Head,
289,,,,,,,,,,,,,,
290,30.0,Sat,2023-04-29,,Wolfsburg,,,,Mainz 05,,Volkswagen Arena,,Head-to-Head,
291,30.0,Sat,2023-04-29,,Eint Frankfurt,,,,Augsburg,,Commerzbank-Arena,,Head-to-Head,
292,30.0,Sat,2023-04-29,,Stuttgart,,,,M'Gladbach,,Mercedes-Benz Arena,,Head-to-Head,
293,30.0,Sat,2023-04-29,,Union Berlin,,,,Leverkusen,,Stadion An der Alten Försterei,,Head-to-Head,
294,30.0,Sat,2023-04-29,,Bayern Munich,,,,Hertha BSC,,Allianz Arena,,Head-to-Head,
295,30.0,Sat,2023-04-29,,Bochum,,,,Dortmund,,Vonovia Ruhrstadion,,Head-to-Head,
296,30.0,Sat,2023-04-29,,Schalke 04,,,,Werder Bremen,,Veltins-Arena,,Head-to-Head,
297,30.0,Sat,2023-04-29,,RB Leipzig,,,,Hoffenheim,,Red Bull Arena,,Head-to-Head,
298,30.0,Sat,2023-04-29,,Köln,,,,Freiburg,,RheinEnergieSTADION,,Head-to-Head,
299,,,,,,,,,,,,,,
300,31.0,Sat,2023-05-06,,Hoffenheim,,,,Eint Frankfurt,,PreZero Arena,,Head-to-Head,
301,31.0,Sat,2023-05-06,,Dortmund,,,,Wolfsburg,,Signal Iduna Park,,Head-to-Head,
302,31.0,Sat,2023-05-06,,M'Gladbach,,,,Bochum,,Stadion im Borussia-Park,,Head-to-Head,
303,31.0,Sat,2023-05-06,,Hertha BSC,,,,Stuttgart,,Olympiastadion Berlin,,Head-to-Head,
304,31.0,Sat,2023-05-06,,Mainz 05,,,,Schalke 04,,Opel Arena,,Head-to-Head,
305,31.0,Sat,2023-05-06,,Werder Bremen,,,,Bayern Munich,,Weserstadion,,Head-to-Head,
306,31.0,Sat,2023-05-06,,Augsburg,,,,Union Berlin,,WWK Arena,,Head-to-Head,
307,31.0,Sat,2023-05-06,,Leverkusen,,,,Köln,,BayArena,,Head-to-Head,
308,31.0,Sat,2023-05-06,,Freiburg,,,,RB Leipzig,,Europa-Park Stadion,,Head-to-Head,
309,,,,,,,,,,,,,,
310,32.0,Sat,2023-05-13,,RB Leipzig,,,,Werder Bremen,,Red Bull Arena,,Head-to-Head,
311,32.0,Sat,2023-05-13,,Bayern Munich,,,,Schalke 04,,Allianz Arena,,Head-to-Head,
312,32.0,Sat,2023-05-13,,Dortmund,,,,M'Gladbach,,Signal Iduna Park,,Head-to-Head,
313,32.0,Sat,2023-05-13,,Bochum,,,,Augsburg,,Vonovia Ruhrstadion,,Head-to-Head,
314,32.0,Sat,2023-05-13,,Wolfsburg,,,,Hoffenheim,,Volkswagen Arena,,Head-to-Head,
315,32.0,Sat,2023-05-13,,Köln,,,,Hertha BSC,,RheinEnergieSTADION,,Head-to-Head,
316,32.0,Sat,2023-05-13,,Union Berlin,,,,Freiburg,,Stadion An der Alten Försterei,,Head-to-Head,
317,32.0,Sat,2023-05-13,,Stuttgart,,,,Leverkusen,,Mercedes-Benz Arena,,Head-to-Head,
318,32.0,Sat,2023-05-13,,Eint Frankfurt,,,,Mainz 05,,Commerzbank-Arena,,Head-to-Head,
319,,,,,,,,,,,,,,
320,33.0,Sat,2023-05-20,,Augsburg,,,,Dortmund,,WWK Arena,,Head-to-Head,
321,33.0,Sat,2023-05-20,,Hoffenheim,,,,Union Berlin,,PreZero Arena,,Head-to-Head,
322,33.0,Sat,2023-05-20,,Freiburg,,,,Wolfsburg,,Europa-Park Stadion,,Head-to-Head,
323,33.0,Sat,2023-05-20,,Hertha BSC,,,,Bochum,,Olympiastadion Berlin,,Head-to-Head,
324,33.0,Sat,2023-05-20,,Bayern Munich,,,,RB Leipzig,,Allianz Arena,,Head-to-Head,
325,33.0,Sat,2023-05-20,,Schalke 04,,,,Eint Frankfurt,,Veltins-Arena,,Head-to-Head,
326,33.0,Sat,2023-05-20,,Werder Bremen,,,,Köln,,Weserstadion,,Head-to-Head,
327,33.0,Sat,2023-05-20,,Leverkusen,,,,M'Gladbach,,BayArena,,Head-to-Head,
328,33.0,Sat,2023-05-20,,Mainz 05,,,,Stuttgart,,Opel Arena,,Head-to-Head,
329,,,,,,,,,,,,,,
330,34.0,Sat,2023-05-27,,M'Gladbach,,,,Augsburg,,Stadion im Borussia-Park,,Head-to-Head,
331,34.0,Sat,2023-05-27,,Dortmund,,,,Mainz 05,,Signal Iduna Park,,Head-to-Head,
332,34.0,Sat,2023-05-27,,Eint Frankfurt,,,,Freiburg,,Commerzbank-Arena,,Head-to-Head,
333,34.0,Sat,2023-05-27,,RB Leipzig,,,,Schalke 04,,Red Bull Arena,,Head-to-Head,
334,34.0,Sat,2023-05-27,,Union Berlin,,,,Werder Bremen,,Stadion An der Alten Försterei,,Head-to-Head,
335,34.0,Sat,2023-05-27,,Köln,,,,Bayern Munich,,RheinEnergieSTADION,,Head-to-Head,
336,34.0,Sat,2023-05-27,,Bochum,,,,Leverkusen,,Vonovia Ruhrstadion,,Head-to-Head,
337,34.0,Sat,2023-05-27,,Wolfsburg,,,,Hertha BSC,,Volkswagen Arena,,Head-to-Head,
338,34.0,Sat,2023-05-27,,Stuttgart,,,,Hoffenheim,,Mercedes-Benz Arena,,Head-to-Head,
